ID,camera_id,location,vehicle_number,vehicle_color,vehicle_speed,violation,fine_amount,date_of_violation,time_of_violation,plate_confidence,status,uploader_role,hash_proof,remarks,image_name,detection_confidence,Email,payment_date,payment_time,email
81.0,CAM-163,"Jayanagar, Bengaluru",KA540MT3610,Black,84.0,Wrong Lane,500.0,13-08-2024,14:27:18,0.87,Pending,Traffic Officer,f9eab6b1e8d90f6b54fc924c95c48d61,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
82.0,CAM-837,"Mysore Road, Bengaluru",KA125GH7177,Brown,71.0,Overloading,500.0,20-09-2024,10:57:55,0.86,Approved,System,6d3ee93c532cfd9db0464e5fe23e9bc4,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
83.0,CAM-840,"Mysore Road, Bengaluru",KA287HS8969,White,108.0,Overspeeding,1500.0,06-06-2024,17:24:25,0.82,Pending,Traffic Officer,b3537bdfd7815a29c8c231fe3ab60a40,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
84.0,CAM-181,"Seshadripuram, Bengaluru",KA346GH6298,Black,72.0,Mobile While Driving,2000.0,08-01-2024,00:08:51,0.85,Pending,System,cb6f0674f3b95c301d6121963143aa52,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
85.0,CAM-413,"Mysore Road, Bengaluru",KA258EF8979,Black,102.0,Mobile While Driving,1500.0,09-06-2024,16:25:22,0.84,Rejected,Traffic Officer,5fc6ed8436a2307ccc3bc5d6feb110fc,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
86.0,CAM-366,"MG Road, Bengaluru",KA511CD3177,Brown,120.0,Overspeeding,1000.0,06-10-2024,01:26:40,0.88,Approved,System,a875e0e9fa7d49a74ae9936e43dab033,Auto-generated entry,Overspeeding.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
87.0,CAM-19,"Outer Ring Road, Bengaluru",KA337EF9351,White,109.0,Triple Ride,500.0,04-12-2024,08:18:15,0.95,Rejected,System,0365420b43913f859c5015da1efdbbf1,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
88.0,CAM-806,"Outer Ring Road, Bengaluru",KA366EF4836,Silver,34.0,Triple Ride,1500.0,05-05-2024,03:22:12,0.9,Rejected,Traffic Officer,e89ea0ffb19739d192d966240da051f3,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
89.0,CAM-488,"Mysore Road, Bengaluru",KA465HS3557,Green,118.0,Mobile While Driving,500.0,12-06-2024,02:48:22,0.83,Rejected,Traffic Officer,8639c8024ecd51c75d849afb9f82e227,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
90.0,CAM-692,"Jayanagar, Bengaluru",KA492CD4430,Red,92.0,Mobile While Driving,1000.0,21-06-2024,12:14:49,0.86,Rejected,Traffic Officer,eb921bca2e1e2a6b4050f7bae6b588f8,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
91.0,CAM-436,"Jayanagar, Bengaluru",KA356HS5470,Grey,85.0,Overspeeding,1000.0,25-04-2024,12:11:47,0.84,Rejected,System,1fa5cef1dbd3f00e0e6431712d57cda8,Auto-generated entry,Overspeeding.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
92.0,CAM-190,"MG Road, Bengaluru",KA368EF6213,Black,73.0,Wrong Lane,1000.0,18-07-2024,03:00:17,0.96,Rejected,Traffic Officer,041d42eaa6427b5764e9f83837a73c30,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
93.0,CAM-260,"Church Street, Bengaluru",KA222EF2724,Brown,65.0,Overspeeding,1500.0,26-06-2024,11:06:21,0.99,Pending,Traffic Officer,a5e6fff196fcb804a403987605fcf134,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
94.0,CAM-968,"MG Road, Bengaluru",KA210EF4427,Brown,74.0,Signal Jump,2000.0,08-10-2024,19:31:38,0.87,Rejected,System,379968d2f4c399b0c69f580e261fdc2d,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
95.0,CAM-182,"Mysore Road, Bengaluru",KA123MT6983,Red,25.0,Triple Ride,1000.0,15-08-2024,14:32:55,0.91,Rejected,Traffic Officer,fd5d7740e9b20d2ec4aa095d5a4ec112,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
96.0,CAM-215,"MG Road, Bengaluru",KA320MT5905,Black,76.0,Signal Jump,1500.0,08-08-2024,04:26:40,0.83,Pending,Traffic Officer,7d31550261edf2881eef3b176998084d,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
97.0,CAM-589,"Church Street, Bengaluru",KA289MT6411,Red,72.0,Overspeeding,500.0,13-04-2024,16:30:05,0.92,Approved,System,83b1611d1f046e16eae0d0a8cff72d63,Auto-generated entry,Overspeeding.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
98.0,CAM-293,"Jayanagar, Bengaluru",KA375EF1754,Grey,78.0,Wrong Lane,1500.0,19-02-2024,18:12:02,0.95,Rejected,Traffic Officer,00d8835008afcdeebc5295674723ca27,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
99.0,CAM-793,"Jayanagar, Bengaluru",KA448CD4608,Grey,97.0,Overspeeding,1000.0,03-11-2024,07:17:18,0.86,Approved,System,407b269f90ce08b6ec8f2da40b730872,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
100.0,CAM-404,"Jayanagar, Bengaluru",KA277MT1876,Black,52.0,Wrong Lane,1500.0,17-08-2024,00:16:37,0.83,Approved,System,cac8574657e41bded3fc2e163e4a256f,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
101.0,CAM-295,"Jayanagar, Bengaluru",KA584MT5107,Brown,66.0,Overloading,1000.0,18-05-2024,15:16:22,0.98,Rejected,System,69f3cd7915e8ceed88a81497c68463e2,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
102.0,CAM-254,"Richmond Road, Bengaluru",KA224MT2091,Grey,80.0,Wrong Lane,500.0,01-05-2024,10:49:28,0.87,Pending,Traffic Officer,744902d01c4a2e4b3b1f8ed4ee425309,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
103.0,CAM-276,"Mysore Road, Bengaluru",KA518HS6479,Grey,43.0,Triple Ride,2000.0,18-01-2024,08:21:05,0.95,Approved,Traffic Officer,908aa702d0f4babc109451d4dbd213b1,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
104.0,CAM-702,"Mysore Road, Bengaluru",KA236AB5377,Grey,53.0,"Signal Jump, No Helmet",1500.0,15-04-2024,15:03:24,0.89,Pending,Traffic Officer,7568d3ead56b853c62da01a2089ad935,Auto-generated entry,SingleJumpandRidingWithoutHelmet.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
105.0,CAM-793,"Richmond Road, Bengaluru",KA470CD7630,Blue,39.0,Signal Jump,2000.0,02-12-2024,05:26:06,0.81,Rejected,Traffic Officer,55f70ccd789d9b929d665e572da9b65e,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
106.0,CAM-262,"Richmond Road, Bengaluru",KA356EF2124,Grey,27.0,"Signal Jump, No Helmet",1000.0,04-01-2024,19:42:46,0.96,Pending,System,0b6765452812227fb7eb34a1dfe789bf,Auto-generated entry,SingleJumpandRidingWithoutHelmet.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
107.0,CAM-969,"Seshadripuram, Bengaluru",KA545HS4725,Green,66.0,Mobile While Driving,2000.0,05-08-2024,22:28:30,0.98,Pending,Traffic Officer,c2c709c066d8b64c83c90418744d9ceb,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
108.0,CAM-284,"Jayanagar, Bengaluru",KA392MT6653,Brown,47.0,Overloading,1000.0,15-11-2024,10:54:36,0.83,Pending,System,93a633a7f4971ae19c40a138f9a46c6a,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
109.0,CAM-289,"Church Street, Bengaluru",KA231AB7313,Black,66.0,Wrong Lane,500.0,02-04-2024,17:35:58,0.83,Rejected,Traffic Officer,44e23d218380ed8c8bc5bd488895bbbb,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
110.0,CAM-318,"MG Road, Bengaluru",KA567HS6090,Black,98.0,Triple Ride,2000.0,17-06-2024,03:42:30,0.87,Approved,System,450fe495024e8ed958088008915ad302,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
111.0,CAM-319,"Richmond Road, Bengaluru",KA584MT1547,Green,58.0,Signal Jump,1000.0,11-01-2024,14:14:52,0.88,Pending,Traffic Officer,95d6b4b0e4f83a28638c88b23bf31420,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
112.0,CAM-153,"Jayanagar, Bengaluru",KA130MT7161,Red,116.0,Triple Ride,2000.0,13-03-2024,17:49:37,0.92,Approved,System,176c5d01e7b51badc728af8de497d86b,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
113.0,CAM-963,"Outer Ring Road, Bengaluru",KA279CD5732,Blue,101.0,Overloading,1000.0,12-01-2024,07:52:44,0.9,Approved,System,3e455f406f47e86de26a51f52782b706,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
114.0,CAM-513,"Seshadripuram, Bengaluru",KA291MT3467,Grey,25.0,"Signal Jump, No Helmet",1000.0,04-10-2024,00:43:13,0.92,Approved,Traffic Officer,2e5c184cdb175a03c0c336b1f0c2e763,Auto-generated entry,SingleJumpandRidingWithoutHelmet.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
115.0,CAM-344,"Church Street, Bengaluru",KA455GH3218,White,36.0,Overloading,1500.0,15-09-2024,15:24:17,0.81,Rejected,System,4315f4ed6c4235e27023ed8958931b9d,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
116.0,CAM-65,"Outer Ring Road, Bengaluru",KA157AB6237,Brown,56.0,No Parking,1500.0,09-11-2024,18:44:52,0.94,Pending,Traffic Officer,e1c7a6723322527c8c8ac3a301b88832,Auto-generated entry,NoParking.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
117.0,CAM-600,"Outer Ring Road, Bengaluru",KA561GH9168,Green,77.0,Signal Jump,1000.0,08-06-2024,02:33:28,0.96,Pending,System,1b0c2d440f6c9d8dc5a2c7b46361b568,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
118.0,CAM-949,"Richmond Road, Bengaluru",KA525AB3089,Green,53.0,Wrong Lane,1500.0,08-05-2024,20:00:26,0.96,Rejected,System,c67df4d093210e50904e236fa321ec24,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
119.0,CAM-774,"Mysore Road, Bengaluru",KA562AB7788,Black,43.0,Overspeeding,1500.0,23-09-2024,01:57:03,0.95,Approved,Traffic Officer,f48dd7669c5ca2718717750ecb1f0059,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
120.0,CAM-957,"Seshadripuram, Bengaluru",KA131EF8019,Green,67.0,Mobile While Driving,1500.0,08-03-2024,09:07:15,0.93,Approved,System,ebdbdb44196e8dde0a1023ea6215deac,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
121.0,CAM-655,"Richmond Road, Bengaluru",KA350AB6020,Green,36.0,Mobile While Driving,500.0,26-12-2024,17:50:29,0.81,Rejected,Traffic Officer,5fe9e7678989347d48db5f44d8117538,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
122.0,CAM-799,"Seshadripuram, Bengaluru",KA163MT5727,White,120.0,No Parking,500.0,10-10-2024,15:07:14,0.92,Pending,Traffic Officer,5c5932ca77c1e9dc04893025909171d6,Auto-generated entry,NoParking.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
123.0,CAM-404,"Seshadripuram, Bengaluru",KA128HS8274,Brown,76.0,Mobile While Driving,2000.0,01-02-2024,20:22:04,0.96,Approved,System,f25247aadea0929c165907c17a75b57e,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
124.0,CAM-777,"Mysore Road, Bengaluru",KA482GH3864,Brown,110.0,No Parking,1500.0,26-09-2024,10:43:19,0.87,Rejected,System,b7e1a820ae712ea964e833897abc36a7,Auto-generated entry,NoParking.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
125.0,CAM-669,"Jayanagar, Bengaluru",KA213HS9344,Grey,117.0,Signal Jump,500.0,20-06-2024,12:18:42,0.87,Approved,System,a946fd0f92d454fedb297b906346e981,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
126.0,CAM-90,"Jayanagar, Bengaluru",KA487GH7995,Red,117.0,"Signal Jump, No Helmet",1500.0,02-05-2024,14:10:53,0.99,Pending,System,79b36cb8260d78db679be262105bcfc8,Auto-generated entry,SingleJumpandRidingWithoutHelmet.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
127.0,CAM-869,"Richmond Road, Bengaluru",KA351AB1959,Black,109.0,Overloading,2000.0,04-01-2024,02:42:16,0.93,Pending,System,62979d68b20c44f3c1d4551c8c277e9e,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
128.0,CAM-465,"Jayanagar, Bengaluru",KA596HS4945,Silver,86.0,Mobile While Driving,1000.0,11-09-2024,21:14:06,0.89,Pending,System,25d1f62e80eb052513477d99b4bacf04,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
129.0,CAM-928,"Church Street, Bengaluru",KA182EF4696,Green,61.0,Wrong Lane,2000.0,17-01-2024,18:46:13,0.81,Rejected,System,de864fc6170ec277669c8c09279bb92b,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
130.0,CAM-659,"Outer Ring Road, Bengaluru",KA475GH6925,Green,41.0,Mobile While Driving,2000.0,09-07-2024,05:48:40,0.82,Rejected,System,8fe97b2710a704dd1dd5337940433fa1,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
131.0,CAM-973,"Mysore Road, Bengaluru",KA493EF3923,White,65.0,Mobile While Driving,1000.0,17-01-2024,19:41:36,0.99,Rejected,System,adef73e0b71ffaaf390f658ca2bbaf3a,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
132.0,CAM-251,"Church Street, Bengaluru",KA451HS1116,Black,33.0,Wrong Lane,2000.0,16-03-2024,09:38:16,0.9,Pending,Traffic Officer,9ab6f13beda09400dea9de85c299a245,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
133.0,CAM-613,"Mysore Road, Bengaluru",KA391CD2185,Red,104.0,"Signal Jump, No Helmet",500.0,04-07-2024,09:09:32,0.82,Rejected,Traffic Officer,4190a7f43802d1adfc17c8db6866d263,Auto-generated entry,SingleJumpandRidingWithoutHelmet.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
134.0,CAM-187,"Church Street, Bengaluru",KA583GH6919,White,109.0,Overspeeding,1000.0,28-10-2024,09:17:18,0.86,Approved,System,c7a6fa6389414ccb9b88247c4413c1b4,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
135.0,CAM-55,"Seshadripuram, Bengaluru",KA222GH4535,Green,26.0,Overspeeding,500.0,07-01-2024,18:36:56,0.96,Rejected,System,7e27f53b64011d671160c0931f3a8939,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
136.0,CAM-985,"Jayanagar, Bengaluru",KA363EF2543,Silver,60.0,Overloading,500.0,07-12-2024,03:25:25,0.88,Approved,System,50dfe32201831accc47b619fdf27ca5e,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
137.0,CAM-972,"Seshadripuram, Bengaluru",KA379GH5750,Silver,81.0,No Parking,500.0,20-11-2024,22:08:28,0.84,Pending,Traffic Officer,bd991f5ed060bca9dcd7f015882b0d27,Auto-generated entry,NoParking.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
138.0,CAM-879,"Outer Ring Road, Bengaluru",KA433MT7684,Green,74.0,Signal Jump,1000.0,18-11-2024,05:53:37,0.87,Rejected,Traffic Officer,bb3e454708aae1ebae38c77c051b64e1,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
139.0,CAM-433,"Richmond Road, Bengaluru",KA259MT8630,Silver,60.0,Triple Ride,500.0,24-12-2024,17:18:42,0.89,Approved,Traffic Officer,a80fa1cece73324f8ffe5122d7532a1c,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
140.0,CAM-31,"Richmond Road, Bengaluru",KA177MT9958,Blue,65.0,Wrong Lane,2000.0,17-10-2024,08:52:12,0.87,Pending,System,82fcd165b71b97d729d7e6d79337d507,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
141.0,CAM-502,"Seshadripuram, Bengaluru",KA474HS9400,White,116.0,Mobile While Driving,1000.0,27-03-2024,22:04:41,0.85,Rejected,Traffic Officer,7d576b4a99363d2b5cd619c7ba078517,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
142.0,CAM-120,"Seshadripuram, Bengaluru",KA571MT3804,Black,77.0,Wrong Lane,500.0,04-11-2024,14:36:07,0.8,Pending,Traffic Officer,83abc3877a1a9747341d839ef814b583,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
143.0,CAM-899,"Mysore Road, Bengaluru",KA415MT5713,Black,62.0,Overspeeding,1000.0,23-02-2024,02:45:43,0.9,Approved,Traffic Officer,3cd302c941a091222410eae4adf516a6,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
144.0,CAM-208,"MG Road, Bengaluru",KA554MT3728,Black,58.0,Wrong Lane,1000.0,21-05-2024,20:22:11,0.89,Rejected,Traffic Officer,cce89a7b20cd73bab35ee0b5cabe1187,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
145.0,CAM-271,"Church Street, Bengaluru",KA198EF5536,Black,120.0,Mobile While Driving,500.0,01-11-2024,23:31:10,0.85,Approved,System,742a8a57c3fd8d9b8470c061c61c2d61,Auto-generated entry,DrivingUsingMobile.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
146.0,CAM-798,"Outer Ring Road, Bengaluru",KA310HS6117,Grey,51.0,Wrong Lane,1500.0,21-02-2024,08:36:07,0.94,Pending,System,aefc820756b3a97e9c92b3d3bbafe1b8,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
147.0,CAM-465,"Seshadripuram, Bengaluru",KA436MT6481,White,20.0,Signal Jump,500.0,26-01-2024,12:30:26,0.9,Approved,Traffic Officer,5d0eacefabd5e48964337b570fd6fbd5,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
148.0,CAM-681,"Mysore Road, Bengaluru",KA313CD1141,Brown,93.0,Wrong Lane,500.0,28-05-2024,03:10:00,0.96,Approved,Traffic Officer,b875bb83fdcaf098886d57b888750bbd,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
149.0,CAM-216,"Outer Ring Road, Bengaluru",KA392GH9573,Silver,70.0,No Parking,1500.0,16-08-2024,00:07:36,0.97,Rejected,System,16009aacfff6b2169041e111902d8b3c,Auto-generated entry,NoParking.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
150.0,CAM-510,"Mysore Road, Bengaluru",KA440CD6193,Green,80.0,Signal Jump,1500.0,09-09-2024,15:25:35,0.9,Rejected,Traffic Officer,a1d48e89225c59ee329ffaeea41831c8,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
151.0,CAM-543,"Jayanagar, Bengaluru",KA158HS9653,Grey,104.0,Signal Jump,1500.0,24-02-2024,00:04:53,0.99,Pending,System,be9c67682ae6c0e6ec630a32cae6c6e0,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
152.0,CAM-63,"Seshadripuram, Bengaluru",KA178CD6881,Blue,82.0,Overloading,2000.0,26-10-2024,22:15:57,0.89,Pending,Traffic Officer,9c32166408b1570887c90659cb0acbb7,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
153.0,CAM-524,"Church Street, Bengaluru",KA124HS5490,Black,75.0,Triple Ride,500.0,18-07-2024,19:36:07,0.92,Pending,System,5da458bfdd62ad64c8063396e9bf38c4,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
154.0,CAM-232,"Seshadripuram, Bengaluru",KA463HS8285,Green,66.0,Triple Ride,2000.0,04-08-2024,15:31:20,0.99,Approved,System,fbcf29aa5e8fb8cb56a9c25edc4bca49,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
155.0,CAM-999,"Outer Ring Road, Bengaluru",KA289AB9661,Black,69.0,Signal Jump,2000.0,26-03-2024,18:48:56,0.81,Approved,Traffic Officer,68119103740c098a67b08100dd0c4651,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
156.0,CAM-232,"Jayanagar, Bengaluru",KA530MT6714,Blue,58.0,Signal Jump,1000.0,07-11-2024,10:49:02,0.83,Rejected,Traffic Officer,8cfb13cd9b176332119505b454bfe22d,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
157.0,CAM-975,"Richmond Road, Bengaluru",KA371EF5573,Blue,76.0,Wrong Lane,500.0,12-02-2024,16:17:48,0.86,Approved,Traffic Officer,b775ed318cb70d32a0364125dc83bb76,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
158.0,CAM-559,"Richmond Road, Bengaluru",KA154EF1014,Grey,23.0,Signal Jump,1000.0,27-12-2024,18:57:08,0.86,Approved,System,08fad7339109fcbfe218b61cf48be749,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
159.0,CAM-762,"Church Street, Bengaluru",KA465HS1672,Brown,63.0,Wrong Lane,1000.0,23-03-2024,22:42:20,0.97,Approved,System,2bca93b1eddef74b1629a6daaf4db8f9,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
160.0,CAM-954,"Seshadripuram, Bengaluru",KA186AB9465,Red,120.0,Triple Ride,1000.0,22-08-2024,08:54:28,0.89,Pending,Traffic Officer,ce4c355f69e78b4143e761e8dac78f9a,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
161.0,CAM-436,"MG Road, Bengaluru",KA244MT4474,White,97.0,Overspeeding,2000.0,09-12-2024,12:21:50,0.95,Rejected,Traffic Officer,a1097378b65bac99799d06f7b11759aa,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
162.0,CAM-159,"Jayanagar, Bengaluru",KA421MT9329,Green,84.0,Signal Jump,2000.0,02-11-2024,16:42:18,0.81,Pending,System,8bb58fa5ca02c3be8a9a410d1a368429,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
